customer_id;first_name;last_name;gender;DOB;job_id;wealth_segment;deceased_indicator;owns_car;address;postcode;state;country;property_valuation
1747;Obadiah;Fairall;Male;1987-03-14;714;Affluent Customer;N;No;441 Old Shore Circle;2131;NSW;Australia;11
1748;Skell;Oxenden;Male;1956-06-07;332;Mass Customer;N;Yes;5 Huxley Point;2154;NSW;Australia;10
1749;Debbi;Petschelt;Female;1980-10-22;260;High Net Worth;N;No;3483 Burrows Hill;2137;NSW;Australia;11
1750;Filbert;Evreux;Male;1959-05-13;715;Mass Customer;N;Yes;84707 Harper Circle;3114;VIC;Australia;10
1751;Sara-ann;Haddick;Female;1969-03-23;69;Mass Customer;N;No;78 Jackson Point;2047;NSW;Australia;11
1752;Diane;Busk;Female;1977-01-27;377;Mass Customer;N;No;8 Armistice Circle;3977;VIC;Australia;6
1753;Kerry;Ford;Female;1997-10-12;574;High Net Worth;N;Yes;73425 Mitchell Court;4304;QLD;Australia;3
1754;Zonnya;Tolland;Female;1965-11-27;6;Mass Customer;N;Yes;4 5th Circle;2800;NSW;Australia;2
1755;Dagmar;Panyer;Female;1986-08-23;587;Mass Customer;N;No;096 Anniversary Point;2030;NSW;Australia;12
1756;Daron;;Female;1976-12-17;126;High Net Worth;N;No;7714 Heffernan Circle;3130;VIC;Australia;8
1757;Hashim;Hartwell;Male;1966-03-03;4;High Net Worth;N;No;2 Portage Avenue;2170;NSW;Australia;9
1758;Helli;Cooksley;Female;1971-10-28;716;Mass Customer;N;Yes;636 Debs Circle;3039;VIC;Australia;9
1759;Quillan;Shortland;Male;1969-06-02;717;High Net Worth;N;No;08731 Coleman Lane;3352;VIC;Australia;6
1760;Kelsy;Barrowcliff;Female;1966-04-27;198;High Net Worth;N;No;12860 Warner Court;3129;VIC;Australia;8
1761;Kassi;List;Female;1974-08-29;30;Mass Customer;N;Yes;10 Cambridge Street;4567;QLD;Australia;7
1762;Gaye;Steutly;Female;1978-04-30;718;Mass Customer;N;Yes;8943 Knutson Point;4154;QLD;Australia;9
1763;Suzie;Ornillos;Female;1994-10-30;301;Affluent Customer;N;Yes;3 Nevada Road;4215;QLD;Australia;3
1764;Zaria;Van der Krui;Female;1960-06-21;719;Mass Customer;N;Yes;01 Havey Drive;2099;NSW;Australia;12
1765;Sibella;O' Mara;Female;1967-02-13;284;High Net Worth;N;No;466 Westport Drive;2263;NSW;Australia;7
1766;Maye;O'Moylane;Female;1985-10-20;284;Affluent Customer;N;No;40985 Cherokee Junction;2155;NSW;Australia;10
1767;Cicely;Millier;Female;1959-03-10;720;Affluent Customer;N;Yes;410 Hoepker Pass;4123;QLD;Australia;5
1768;Normand;Ganderton;Male;1974-02-09;493;High Net Worth;N;No;6 Reinke Street;2768;NSW;Australia;10
1769;Sheridan;Shaves;Male;1960-11-26;22;Mass Customer;N;Yes;9097 Superior Drive;2114;NSW;Australia;8
1770;Chrysler;Vasile;Female;1995-04-10;126;Mass Customer;N;Yes;6 Hansons Park;2145;NSW;Australia;7
1771;Zarah;Santello;Female;1974-11-01;19;Mass Customer;N;Yes;5394 Dryden Terrace;3149;VIC;Australia;11
1772;Michael;Foulis;Male;1984-07-07;212;High Net Worth;N;Yes;56 Bultman Parkway;4721;QLD;Australia;1
1773;Nickolas;Guittet;U;;4;Mass Customer;N;Yes;835 West Hill;2118;NSW;Australia;11
1774;Vidovik;Astall;Male;1978-11-01;107;Mass Customer;N;Yes;8 Vermont Pass;3930;VIC;Australia;9
1775;Kimberly;Dishmon;Female;1995-10-01;165;Affluent Customer;N;No;6238 Hanover Crossing;3141;VIC;Australia;7
1776;Korey;Gate;Male;1978-08-26;721;Affluent Customer;N;No;2 Thierer Plaza;3976;VIC;Australia;3
1777;Lucinda;Jerok;Female;1994-05-02;200;Affluent Customer;N;No;71776 Express Avenue;2749;NSW;Australia;8
1778;Emera;Margrem;Female;2000-07-30;490;Mass Customer;N;Yes;162 Golf View Hill;2011;NSW;Australia;6
1779;Krishnah;Firmage;Male;1996-11-19;453;Affluent Customer;N;No;7389 Union Place;2745;NSW;Australia;8
1780;Maude;Tixier;U;;713;Mass Customer;N;No;07 Miller Pass;2017;NSW;Australia;9
1781;Sammie;Uglow;Male;1965-07-26;722;Affluent Customer;N;No;30 Delladonna Plaza;3046;VIC;Australia;8
1782;Ewen;Emes;Male;1966-12-22;136;Affluent Customer;N;Yes;7395 Blackbird Lane;2134;NSW;Australia;9
1783;Brett;McCalister;Male;1995-07-30;6;Mass Customer;N;Yes;79427 Hudson Trail;3677;VIC;Australia;1
1784;Louella;O' Timony;Female;1994-10-15;578;Mass Customer;N;Yes;67 Hooker Place;2380;NSW;Australia;5
1785;Marty;Whatford;Male;1960-12-10;172;Mass Customer;N;No;0380 Chinook Avenue;2047;NSW;Australia;12
1786;Lonee;Gorce;Female;1962-03-20;723;High Net Worth;N;Yes;4092 Brentwood Trail;2147;NSW;Australia;10
1787;Tull;Godehard.sf;Male;1976-11-21;400;High Net Worth;N;Yes;613 Mayfield Trail;4012;QLD;Australia;6
1788;Anna-diana;Kurten;Female;1964-08-10;724;High Net Worth;N;Yes;2 Spohn Court;2750;NSW;Australia;9
1789;Talya;Darycott;Female;1986-08-29;725;Mass Customer;N;No;05239 Springs Circle;3030;VIC;Australia;7
1790;Vite;Molyneux;Male;1993-09-25;726;Affluent Customer;N;No;59 Old Gate Drive;4878;QLD;Australia;5
1791;Ninon;Van Der Hoog;Female;1974-12-25;560;Affluent Customer;N;Yes;31186 Hoard Junction;2015;NSW;Australia;12
1792;Dunstan;Kegley;Male;1988-04-07;7;Mass Customer;N;No;2 Crest Line Crossing;2072;NSW;Australia;9
1793;Hewett;Handes;Male;1989-06-14;165;Mass Customer;N;Yes;18083 Mallard Drive;3075;VIC;Australia;7
1794;Caro;McKirton;Female;1969-03-10;168;Mass Customer;N;No;93 Lakeland Court;3810;VIC;Australia;6
1795;Wally;Rebbeck;Male;1977-09-21;443;Affluent Customer;N;No;023 Thackeray Lane;2070;NSW;Australia;12
1796;Cayla;Marcus;Female;1969-11-28;680;High Net Worth;N;Yes;79737 Hollow Ridge Trail;2199;NSW;Australia;9
1797;Basile;Le Floch;Male;1974-05-16;402;Mass Customer;N;No;95465 Union Plaza;4055;QLD;Australia;7
1798;Eunice;Risom;Female;2000-10-11;170;High Net Worth;N;Yes;66238 Old Gate Circle;4157;QLD;Australia;9
1799;Tito;Brash;Male;1977-12-23;22;Affluent Customer;N;No;3 Delladonna Street;4799;QLD;Australia;3
1800;Dianemarie;Hatherall;Female;1955-09-23;667;High Net Worth;N;No;3 Mallard Center;2251;NSW;Australia;8
1801;Bendix;Olivella;Male;1976-12-23;30;Affluent Customer;N;No;31 Eastwood Circle;2460;NSW;Australia;3
1802;Lizzie;Duke;Female;1973-04-11;12;Mass Customer;N;No;507 Onsgard Place;4701;QLD;Australia;1
1803;Clarinda;Edlyn;Female;1988-01-13;22;Mass Customer;N;No;69555 Dakota Alley;4211;QLD;Australia;5
1804;Matelda;Kordas;Female;1963-03-28;530;Affluent Customer;N;No;21969 Lawn Court;2095;NSW;Australia;9
1805;Venus;Sketch;Female;1976-10-15;727;Mass Customer;N;No;7 Erie Court;2263;NSW;Australia;7
1806;Gil;De Gregorio;U;;728;Mass Customer;N;No;0724 Oxford Crossing;2146;NSW;Australia;9
1807;Pollyanna;Serjeantson;Female;1955-03-15;151;High Net Worth;N;Yes;1 Monterey Terrace;2011;NSW;Australia;12
1808;Charles;Carren;Male;1965-12-15;194;High Net Worth;N;No;75 Duke Plaza;2147;NSW;Australia;9
1809;Reba;Southon;Female;1961-01-26;697;Mass Customer;N;Yes;156 Lakeland Way;4035;QLD;Australia;9
1810;Royall;Terris;Male;1959-05-06;19;High Net Worth;N;No;91 Mosinee Point;2166;NSW;Australia;5
1811;Sylvan;Sugge;Male;1999-10-13;7;Mass Customer;N;No;1508 Hooker Avenue;2000;NSW;Australia;8
1812;Daffi;Sewley;Female;1959-07-11;172;Affluent Customer;N;No;3202 Ridge Oak Alley;4121;QLD;Australia;9
1813;Reeva;Eakeley;Female;2001-05-19;189;Mass Customer;N;No;5510 Pepper Wood Street;3429;VIC;Australia;6
1814;Shawn;Platfoot;Female;1988-08-18;729;Affluent Customer;N;No;42952 Fairfield Center;3012;VIC;Australia;8
1815;Bab;Bingall;Female;1954-03-26;730;Mass Customer;N;Yes;1 Garrison Street;3103;VIC;Australia;12
1816;Lonni;Andrichak;Female;1977-02-25;243;Mass Customer;N;No;013 Armistice Street;2769;NSW;Australia;10
1817;Jozef;Frizzell;Male;1975-03-13;278;High Net Worth;N;No;3201 Canary Center;2540;NSW;Australia;9
1818;Katha;Lockhurst;Female;1967-04-01;37;Mass Customer;N;Yes;4365 Basil Junction;2539;NSW;Australia;7
1819;Deedee;Fransinelli;Female;1994-11-23;731;Mass Customer;N;Yes;1164 Toban Road;3806;VIC;Australia;5
1820;Yard;Teeney;Male;1996-04-02;732;Affluent Customer;N;No;2364 Dovetail Way;3048;VIC;Australia;6
1821;Fields;Bayne;Male;1972-03-09;733;High Net Worth;N;Yes;738 Sloan Place;3212;VIC;Australia;5
1822;Trudie;Capper;Female;1962-09-18;7;Mass Customer;N;No;318 Jenifer Alley;2119;NSW;Australia;11
1823;Trude;Rizzardo;Female;1974-05-24;34;High Net Worth;N;No;6395 Anthes Hill;4504;QLD;Australia;4
1824;Robbie;Yakubovics;Female;1959-10-12;28;Affluent Customer;N;Yes;36516 Forster Lane;4034;QLD;Australia;7
1825;Arv;Whitsey;Male;1967-02-14;328;Mass Customer;N;Yes;107 Garrison Plaza;2200;NSW;Australia;10
1826;Jareb;Langcaster;Male;1961-01-10;110;High Net Worth;N;Yes;717 Oakridge Way;2117;NSW;Australia;8
1827;Stormie;Smyth;Female;1978-01-15;200;Affluent Customer;N;Yes;16405 Doe Crossing Parkway;3630;VIC;Australia;3
1828;Leigha;Bacchus;Female;1987-12-02;15;Affluent Customer;N;No;16 Monument Place;4701;QLD;Australia;3
1829;Darcy;Jaslem;Male;1980-10-29;573;Mass Customer;N;No;99841 Talisman Street;4224;QLD;Australia;3
1830;Nathan;Antognazzi;Male;1985-04-30;734;High Net Worth;N;No;21 Duke Hill;4344;QLD;Australia;4
1831;Lisle;Yokel;Male;1977-11-13;35;Mass Customer;N;No;891 Anderson Parkway;2009;NSW;Australia;10
1832;Elicia;Normanvill;Female;1964-11-05;118;Mass Customer;N;Yes;9446 Holmberg Court;2133;NSW;Australia;11
1833;Klemens;Eite;Male;1967-03-15;165;High Net Worth;N;Yes;46512 Cambridge Avenue;2759;NSW;Australia;8
1834;Otes;Gottelier;Male;1977-06-30;281;High Net Worth;N;Yes;54250 Welch Pass;3145;VIC;Australia;11
1835;Rodrigo;Felce;Male;1993-06-30;109;Affluent Customer;N;Yes;734 South Court;4152;QLD;Australia;8
1836;Rochella;Harce;Female;1955-06-05;26;Mass Customer;N;Yes;769 Banding Avenue;2151;NSW;Australia;10
1837;Tirrell;Cosgreave;Male;1973-12-29;434;Mass Customer;N;Yes;2590 Northport Hill;2070;NSW;Australia;11
1838;Jobina;Dudenie;Female;1964-11-25;422;Affluent Customer;N;Yes;9649 Cascade Way;2250;NSW;Australia;8
1839;Faythe;Rance;Female;1987-05-08;715;High Net Worth;N;Yes;69 Valley Edge Lane;3144;VIC;Australia;8
1840;Sherman;Gullen;Male;1977-11-04;265;High Net Worth;N;Yes;327 Monument Street;3201;VIC;Australia;4
1841;Nathanial;D'Ambrogi;Male;1995-10-22;723;Affluent Customer;N;No;4 Sunnyside Crossing;2125;NSW;Australia;12
1842;Ephrayim;Beville;Male;1977-02-27;735;Mass Customer;N;No;8 Hoffman Alley;3181;VIC;Australia;10
1843;Kennett;Attack;Male;1984-09-08;217;Mass Customer;N;Yes;894 Duke Crossing;2665;NSW;Australia;1
1844;Amaleta;Slafford;Female;1975-10-21;31;Mass Customer;N;No;01714 Claremont Center;2474;NSW;Australia;3
1845;Pascal;Veronique;Male;1978-01-16;84;Mass Customer;N;No;6809 Maple Park;3023;VIC;Australia;8
1846;Lorette;Daspar;Female;1978-12-18;144;Affluent Customer;N;No;95294 Karstens Park;2155;NSW;Australia;9
1847;Bobinette;Stanaway;Female;1978-02-04;527;Mass Customer;N;No;8872 Bunker Hill Crossing;2196;NSW;Australia;9
1848;Dev;Caghan;Male;1976-11-25;736;Mass Customer;N;No;14 Westport Pass;3029;VIC;Australia;6
1849;Jess;Bollans;Male;1958-07-01;6;Mass Customer;N;Yes;867 Grim Terrace;3754;VIC;Australia;6
1850;Dare;Wasling;Male;1978-05-16;737;High Net Worth;N;No;48023 International Way;3630;VIC;Australia;1
1851;Miles;Fallows;Male;1974-03-18;738;Mass Customer;N;No;0 Prairie Rose Place;3802;VIC;Australia;7
1852;Darby;Shailer;Female;1978-01-21;480;Affluent Customer;N;No;56145 Porter Lane;2010;NSW;Australia;10
1853;Agathe;Dimmick;Female;1987-06-20;472;Mass Customer;N;Yes;509 Ridgeway Junction;3166;VIC;Australia;10
1854;Mandie;Jeger;Female;1978-09-12;739;High Net Worth;N;Yes;41 Eagan Junction;2570;NSW;Australia;8
1855;Foss;Yanele;Male;1971-07-08;130;Mass Customer;N;Yes;5290 Lunder Park;2287;NSW;Australia;7
1856;Toni;Harbidge;Female;1969-07-20;671;Mass Customer;N;No;52425 Prairie Rose Road;4500;QLD;Australia;6
1857;Purcell;Chinnery;Male;1968-09-20;97;Affluent Customer;N;Yes;7939 Toban Crossing;2770;NSW;Australia;7
1858;Gabriella;;Female;1957-04-26;576;High Net Worth;N;Yes;0672 Lyons Pass;2153;NSW;Australia;10
1859;Melamie;Hardman;Female;1990-04-08;486;High Net Worth;N;Yes;904 Mandrake Parkway;2820;NSW;Australia;1
1860;Holly-anne;Hamman;Female;1976-12-28;12;Mass Customer;N;Yes;3007 Summer Ridge Street;4511;QLD;Australia;7
1861;Charlena;Muzzi;Female;1967-07-18;19;Mass Customer;N;Yes;47 Veith Junction;3196;VIC;Australia;9
1862;Daron;Umpleby;Female;1980-06-29;69;High Net Worth;N;Yes;007 Canary Circle;2047;NSW;Australia;12
1863;Adelbert;Doelle;Male;1978-05-11;740;High Net Worth;N;No;1 Saint Paul Terrace;2161;NSW;Australia;6
1864;Anet;Pellitt;Female;1960-07-03;56;Mass Customer;N;No;87705 Hovde Center;4870;QLD;Australia;5
1865;Isabelita;Kitchener;Female;1997-12-24;741;Mass Customer;N;No;765 6th Plaza;4226;QLD;Australia;7
1866;Huberto;Bazylets;Male;1992-10-07;97;Mass Customer;N;No;248 Bartillon Plaza;4059;QLD;Australia;9
1867;Tonya;Ritmeier;Female;1986-04-16;685;Affluent Customer;N;No;66811 Lerdahl Way;4160;QLD;Australia;4
1868;Aloisia;Ivel;Female;1988-06-22;211;Mass Customer;N;No;5809 Coolidge Avenue;2747;NSW;Australia;6
1869;Neda;Longfellow;Female;1977-10-19;742;High Net Worth;N;Yes;2769 Banding Avenue;3189;VIC;Australia;10
1870;Alikee;Sjollema;Female;1973-01-16;278;Affluent Customer;N;No;3 Monterey Trail;2582;NSW;Australia;9
1871;Shayna;McQuin;Female;1994-01-23;36;High Net Worth;N;Yes;85549 Sheridan Parkway;4170;QLD;Australia;8
1872;Leif;Feeney;Male;1973-05-28;365;Mass Customer;N;Yes;4498 Donald Crossing;2525;NSW;Australia;10
1873;Raul;Cabrer;Male;1992-07-09;387;Affluent Customer;N;Yes;4 Ridgeway Court;4030;QLD;Australia;4
1874;Nickolai;McChesney;Male;1957-09-29;243;High Net Worth;N;Yes;4 Bartelt Hill;4510;QLD;Australia;1
1875;Amory;Bohler;Male;1959-01-11;467;High Net Worth;N;Yes;91116 Riverside Plaza;2114;NSW;Australia;8
1876;Borden;Wooles;Male;1977-05-28;302;Affluent Customer;N;No;60911 Almo Point;2066;NSW;Australia;12
1877;Radcliffe;Bartolomeoni;Male;1966-09-09;188;High Net Worth;N;Yes;0 Superior Pass;2050;NSW;Australia;8
1878;Pen;Hedgecock;Male;1954-11-06;743;Affluent Customer;N;No;9 Superior Terrace;2199;NSW;Australia;9
1879;Kermy;Heningam;Male;1967-04-25;744;High Net Worth;N;No;57 Marquette Hill;4120;QLD;Australia;6
1880;Garrett;Dommett;Male;1972-08-11;22;High Net Worth;N;No;36 Sommers Place;2096;NSW;Australia;12
1881;Gherardo;Lahy;Male;1957-12-10;745;Affluent Customer;N;Yes;83148 Rowland Alley;2530;NSW;Australia;8
1882;Justin;Ragless;Male;1964-05-05;45;Affluent Customer;N;No;34 Arrowood Pass;2567;NSW;Australia;9
1883;Jinny;Cawood;Female;1991-08-13;69;Mass Customer;N;No;72 Mandrake Court;3183;VIC;Australia;9
1884;Aurore;Buckmaster;Female;1969-11-25;54;Mass Customer;N;Yes;9 Emmet Hill;2042;NSW;Australia;10
1885;Jerome;Sheavills;Male;1982-10-27;746;High Net Worth;N;Yes;16984 Pankratz Park;2324;NSW;Australia;7
1886;Eugenie;Belcham;Female;1978-09-22;747;Affluent Customer;N;No;9460 Laurel Crossing;4032;QLD;Australia;7
1887;Kynthia;Purcer;Female;1965-06-22;748;Affluent Customer;N;Yes;5786 Kinsman Point;2127;NSW;Australia;8
1888;Sibyl;Scholtz;Female;2002-01-26;39;Mass Customer;N;Yes;4 Fairfield Way;2487;NSW;Australia;10
1889;Dare;;Male;1973-07-07;749;Affluent Customer;N;No;319 Michigan Way;4350;QLD;Australia;4
1890;Carce;Gunthorp;Male;1972-10-08;103;Mass Customer;N;No;49 Fulton Park;3156;VIC;Australia;8
1891;Neville;Bloyes;Male;1990-03-02;92;Mass Customer;N;Yes;0 Corben Court;3121;VIC;Australia;11
1892;Allyson;Pinsent;Female;1995-09-07;6;High Net Worth;N;Yes;8 Drewry Street;4655;QLD;Australia;5
1893;Gunar;Sleit;Male;1968-04-22;750;Mass Customer;N;No;48 Dawn Center;4132;QLD;Australia;3
1894;Patten;Laytham;Male;1976-04-01;388;High Net Worth;N;Yes;6244 Forest Point;4103;QLD;Australia;9
1895;Leese;Lohan;Female;1975-09-02;189;Mass Customer;N;No;0306 Donald Court;3844;VIC;Australia;1
1896;Garald;Brasner;Male;1995-04-30;450;High Net Worth;N;No;3762 Victoria Alley;4078;QLD;Australia;6
1897;Cosette;Callar;Female;1997-08-20;31;Mass Customer;N;Yes;3 Manley Crossing;4074;QLD;Australia;6
1898;Katalin;Mantz;Female;1979-11-24;751;Affluent Customer;N;Yes;36866 Summit Point;3750;VIC;Australia;9
1899;Lambert;Vardey;Male;1997-09-02;6;Affluent Customer;N;Yes;9 Pearson Plaza;3177;VIC;Australia;7
1900;Noland;Larder;Male;1980-08-15;752;Affluent Customer;N;Yes;7450 Prairie Rose Drive;2868;NSW;Australia;1
1901;Vail;Southernwood;Male;1977-08-22;753;Affluent Customer;N;No;83975 Rowland Place;2166;NSW;Australia;6
1902;Camille;Vallintine;Female;1964-12-01;316;Mass Customer;N;Yes;01 Weeping Birch Plaza;2640;NSW;Australia;4
1903;Tucky;Pizzie;Male;1973-11-20;450;High Net Worth;N;Yes;738 Dixon Drive;2575;NSW;Australia;8
1904;Nert;Muglestone;Female;1978-01-25;754;High Net Worth;N;Yes;5766 Pearson Court;2227;NSW;Australia;8
1905;Waylan;Katte;Male;1953-09-17;365;Affluent Customer;N;No;9 Shelley Center;2170;NSW;Australia;7
1906;Lind;Dredge;Male;1988-04-24;204;Mass Customer;N;No;07273 Sundown Trail;2358;NSW;Australia;2
1907;Jaquelyn;Workman;Female;1974-11-04;206;High Net Worth;N;No;2 Maryland Drive;4227;QLD;Australia;7
1908;Drucill;Laurand;Female;1963-12-10;364;High Net Worth;N;Yes;3 Roth Place;2449;NSW;Australia;2
1909;Yovonnda;Warrior;Female;1984-12-11;755;Affluent Customer;N;Yes;81856 Express Lane;2299;NSW;Australia;6
1910;Hallsy;De Leek;Male;1959-07-13;756;High Net Worth;N;Yes;5 Porter Road;4014;QLD;Australia;6
1911;Hall;Grouer;Male;1980-06-08;495;Mass Customer;N;No;59 Waywood Road;3163;VIC;Australia;8
1912;Tamiko;Fergie;Female;1992-11-04;434;High Net Worth;N;No;6838 Anniversary Junction;2484;NSW;Australia;4
1913;Clyve;Sandwick;Male;1973-11-02;198;Mass Customer;N;Yes;90128 Caliangt Place;2484;NSW;Australia;4
1914;Dusty;Tesimon;Female;1968-06-21;349;Mass Customer;N;No;504 Mesta Lane;2261;NSW;Australia;8
1915;Redd;O'Crowley;Male;1953-10-12;35;Mass Customer;N;Yes;9 Utah Road;4179;QLD;Australia;8
1916;Raquela;Schimpke;Female;1995-03-05;46;High Net Worth;N;Yes;00213 Atwood Pass;2340;NSW;Australia;1
1917;Devin;Sandeson;U;1973-07-28;341;Affluent Customer;N;Yes;7230 Montana Place;2777;NSW;Australia;9
1918;Bartie;Hartburn;Male;;757;Affluent Customer;N;No;51763 Carey Place;3056;VIC;Australia;7
1919;Rutter;Marlen;Male;1960-12-23;551;Mass Customer;N;Yes;4 Susan Center;3170;VIC;Australia;9
1920;Cybill;Wakes;Female;1988-01-06;145;Mass Customer;N;No;745 Troy Avenue;2769;NSW;Australia;9
1921;Ailene;Tomkies;Female;1982-12-03;72;Mass Customer;N;No;6 Upham Place;4556;QLD;Australia;7
1922;Immanuel;Farlamb;Male;1969-11-11;639;High Net Worth;N;Yes;34694 Sugar Place;4740;QLD;Australia;5
1923;Eolande;Kauscher;Female;1970-08-23;397;Mass Customer;N;No;26876 Lyons Court;3166;VIC;Australia;10
1924;Amaleta;Dickens;Female;1965-12-01;207;Mass Customer;N;Yes;8308 Linden Place;2570;NSW;Australia;9
1925;Stefano;Menhenitt;Male;1982-01-28;22;Mass Customer;N;Yes;32708 Bluestem Alley;3976;VIC;Australia;7
1926;Masha;Bibbie;Female;1957-11-15;36;High Net Worth;N;Yes;3542 Arkansas Place;3380;VIC;Australia;1
1927;Sully;Dorling;Male;1975-07-15;758;Affluent Customer;N;Yes;642 Anderson Circle;4132;QLD;Australia;5
1928;Elka;Crossgrove;Female;1977-09-24;110;High Net Worth;N;Yes;8318 Continental Alley;3175;VIC;Australia;7
1929;Ambrose;Bleasby;Male;1986-10-12;39;Affluent Customer;N;No;7202 Prairieview Court;2221;NSW;Australia;11
1930;Boris;Syres;Male;1996-06-14;375;High Net Worth;N;No;64610 Sachtjen Center;2575;NSW;Australia;10
1931;Sybila;Enefer;Female;1973-11-06;197;Affluent Customer;N;No;53 Muir Terrace;2170;NSW;Australia;8
1932;Ephraim;Fulep;Male;1977-01-03;130;Affluent Customer;N;Yes;710 Schiller Plaza;3338;VIC;Australia;1
1933;Bryant;Tordiffe;Male;1980-09-10;301;Affluent Customer;N;No;698 Old Gate Lane;2619;NSW;Australia;3
1934;Galvan;;Male;1963-01-17;98;Affluent Customer;N;Yes;4 Golden Leaf Road;4670;QLD;Australia;2
1935;Gisella;Scad;Female;1974-11-13;759;Mass Customer;N;No;1979 Arapahoe Trail;4701;QLD;Australia;3
1936;Renaud;Gahagan;Male;1964-07-08;15;Mass Customer;N;Yes;1 Vernon Terrace;4226;QLD;Australia;6
1937;Austin;Toopin;U;1974-01-08;120;Mass Customer;N;No;79862 Darwin Crossing;4215;QLD;Australia;8
1938;Pierce;Cheke;Male;;489;Mass Customer;N;Yes;184 Hoepker Way;2197;NSW;Australia;9
1939;Gabriellia;Coulter;Female;1992-05-03;437;Mass Customer;N;Yes;40 New Castle Avenue;2043;NSW;Australia;11
1940;Dmitri;Eleshenar;Male;1977-03-02;187;High Net Worth;N;Yes;9525 Johnson Place;3190;VIC;Australia;8
1941;Abe;Townby;Male;1992-05-23;130;Mass Customer;N;No;8 Pearson Trail;2166;NSW;Australia;9
1942;Armstrong;Style;Male;1987-01-08;760;High Net Worth;N;No;53 Dakota Court;2027;NSW;Australia;9
1943;Gregory;Balchin;Male;1985-10-03;36;Affluent Customer;N;Yes;4262 Melvin Avenue;2759;NSW;Australia;8
1944;Griffin;Gisbourn;Male;1980-07-30;761;High Net Worth;N;Yes;4415 Dwight Center;2528;NSW;Australia;7
1945;Brannon;Gladman;Male;1978-07-10;762;High Net Worth;N;Yes;1197 Carey Junction;2280;NSW;Australia;7
1946;Gretta;Patrone;Female;1959-01-04;369;Mass Customer;N;No;227 Havey Trail;2795;NSW;Australia;6
1947;Elizabeth;Applewhaite;Female;1963-12-11;763;Affluent Customer;N;Yes;2 Manufacturers Parkway;3199;VIC;Australia;6
1948;Onida;Cockshot;Female;1964-06-08;539;Mass Customer;N;No;9175 Stephen Drive;4035;QLD;Australia;8
1949;Berne;Fulkes;Male;1954-05-10;30;Mass Customer;N;No;299 Pine View Parkway;3121;VIC;Australia;12
1950;Rockie;MacCosty;Male;1963-10-07;764;Affluent Customer;N;Yes;71 Orin Crossing;2155;NSW;Australia;9
1951;Patrica;Donativo;Female;2000-06-07;765;Mass Customer;N;Yes;134 Knutson Street;2281;NSW;Australia;9
1952;Luisa;McGlue;Female;1974-01-29;631;Mass Customer;N;Yes;37 Mockingbird Street;4017;QLD;Australia;3
1953;Greg;Iacovo;Male;1978-06-05;49;High Net Worth;N;No;00969 Gale Way;3108;VIC;Australia;10
1954;Thornton;Vereker;Male;1967-11-29;318;Affluent Customer;N;No;05665 Dottie Circle;2085;NSW;Australia;11
1955;Omero;Murra;Male;1980-11-22;321;Mass Customer;N;No;83 Wayridge Circle;4152;QLD;Australia;9
1956;Gary;Eager;Male;1994-07-08;766;Affluent Customer;N;Yes;8 Carioca Terrace;4007;QLD;Australia;8
1957;Janina;Keme;Female;1977-09-19;767;Affluent Customer;N;No;5 Kenwood Road;2075;NSW;Australia;11
1958;Arlen;Klossek;Male;1985-09-01;18;Mass Customer;N;No;29 Hansons Crossing;2318;NSW;Australia;4
1959;Falkner;Jochens;Male;1978-09-18;195;Mass Customer;N;Yes;493 Buell Point;4500;QLD;Australia;8
1960;Licha;Lyes;Female;1978-07-03;768;Mass Customer;N;Yes;7 Del Mar Crossing;4680;QLD;Australia;7
1961;Paddie;Grunder;Male;1960-11-22;53;Mass Customer;N;Yes;7 Elgar Plaza;2250;NSW;Australia;9
1962;Syman;Trimnell;Male;1977-11-01;200;Mass Customer;N;Yes;425 Marquette Way;2116;NSW;Australia;10
1963;Cara;Campbell-Dunlop;Female;1998-03-18;769;Mass Customer;N;Yes;67104 Bunting Crossing;2043;NSW;Australia;9
1964;Bendicty;Powrie;Male;1964-06-19;641;Affluent Customer;N;Yes;243 Raven Drive;4815;QLD;Australia;3
1965;Moshe;Nicholl;Male;1973-12-14;770;Mass Customer;N;Yes;248 School Park;3156;VIC;Australia;8
1966;Nomi;;Female;1993-10-31;7;High Net Worth;N;No;5 Onsgard Plaza;3134;VIC;Australia;10
1967;Frederica;Hughman;Female;1985-11-19;110;Affluent Customer;N;Yes;38 Havey Place;3049;VIC;Australia;5
1968;Dimitry;Kunkler;Male;1994-06-12;130;Mass Customer;N;No;38 Armistice Alley;2018;NSW;Australia;8
1969;Carl;Eyre;Male;1961-07-06;771;Mass Customer;N;Yes;34953 Oak Circle;2153;NSW;Australia;10
1970;Mariel;Dyke;Female;1982-08-23;680;Mass Customer;N;No;18 Express Street;2165;NSW;Australia;9
1971;Obed;Pauler;Male;1998-02-10;54;Mass Customer;N;Yes;04046 Summit Avenue;4217;QLD;Australia;9
1972;Fanni;Liffe;Female;1989-07-14;4;Mass Customer;N;Yes;986 Hollow Ridge Crossing;3821;VIC;Australia;7
1973;Aharon;Moller;Male;1980-01-11;411;High Net Worth;N;No;4622 Dixon Junction;2048;NSW;Australia;8
1974;Tommie;Midden;Female;1958-06-15;750;Mass Customer;N;Yes;3563 Darwin Avenue;3095;VIC;Australia;9
1975;Letitia;Coan;Female;1965-10-19;772;Affluent Customer;N;No;38759 Butterfield Avenue;4305;QLD;Australia;2
